AutoDetailID,PolicyID,VehicleMake,VehicleModel,VehicleYear,VIN,LicensePlate,DriverLicenseNumber,Mileage,UsageType,GarageAddress,SafetyFeatures
41221,118242,Kia,Phone,2014,O5OH7HW1WAHP0AUH7,TX8 8095,,84919,Commercial,,
41222,118246,Ford,Sister,2021,HQJ5J4I618LTW2R9N,QVC 367,,135153,Commercial,,
41223,118248,Nissan,Film,2020,FU1G4LJGFV1LLHQO1,KQW 162,,48195,Personal,,
41224,118252,Volkswagen,Tell,2022,4GDT4QYKZTO50ZS7G,H45-XFI,,38242,Personal,,
41225,118253,BMW,Foreign,2023,7BQC21XVS8L4BT44T,47R 372,,105921,Personal,,
41226,118258,Honda,Worker,2016,M3BQ6XW0FYQZP0MM9,SIM-5230,,46111,Commercial,,
41227,118264,Ford,Customer,2012,V7N72O1RBOXBL30U6,341-RNQ,,100440,Commercial,,
41228,118266,Ford,Soon,2024,I4KHB5GTXRU6O25ID,U69 6EK,,137329,Personal,,
41229,118267,Chevrolet,Plan,2013,DU51KP01KEZEBNXV6,324-PUH,,32019,Personal,,
41230,118268,Nissan,Mission,2021,GK81YGF910MQGA96H,Y86 8EK,,41910,Commercial,,
41231,118269,BMW,Agency,2011,W1DG9UWUW25IEU017,81-VP76,,78750,Personal,,
41232,118270,Hyundai,Along,2022,72W5SWTYA8G6BRN5G,3L081,,24522,Personal,,
41233,118277,Ford,Order,2017,VWLS4TQ69TR9RT9HB,98U 394,,81224,Personal,,
41234,118280,Ford,Order,2013,D9WQI20N6I5PYC99W,MAA 222,,143201,Commercial,,
41235,118283,Mercedes,Adult,2012,CUQ8F4NJOH83SGJK1,GIU-7472,,81143,Personal,,
41236,118284,Honda,Generation,2016,Z2FJ5R19BRFN35G2L,1CA8242,,47906,Personal,,
41237,118285,Nissan,Serious,2022,8X4M2WGOL7MWZGD9W,CLY 420,,14478,Personal,,
41238,118286,Nissan,Away,2014,Q7UERY2YXVO4VYDQE,D31 1YQ,,78518,Personal,,
41239,118287,Honda,Put,2010,IL36Q2V6XYUFX7SO9,47-5404D,,107126,Commercial,,
41240,118288,BMW,Newspaper,2024,WA7T0RA6A87B0K27D,VE 8760,,90794,Personal,,
41241,118295,Ford,More,2011,FQ6YCXWNBYN62FYDB,3-8484P,,25551,Commercial,,
41242,118301,Nissan,Interview,2019,8TCB5IC80Q3ALV2H6,GGA-6238,,54905,Personal,,
41243,118302,Chevrolet,Hand,2011,LW0ZCWU1OFGP82UO5,TCZ-903,,78112,Personal,,
41244,118307,Mercedes,Example,2024,PZ4YY0VT702I20V3L,417-EPM,,135638,Commercial,,
41245,118312,Ford,Yeah,2017,40QP6Y7ZFE5N9VMG0,MXO 649,,69718,Commercial,,
41246,118314,BMW,Debate,2016,FUEBWZ0QOKC2SQLXS,I18 3JL,,83771,Personal,,
41247,118316,Toyota,Have,2014,OU6FIXHCNF1FCVEWA,7FQ 248,,24252,Commercial,,
41248,118318,Volkswagen,Thank,2011,CVHYRXKI6IEBD5BAR,RRA 069,,144579,Commercial,,
41249,118319,Kia,Another,2013,4UF8U75HYBKJN5XDG,7M030,,147532,Commercial,,
41250,118321,Hyundai,Threat,2010,74KU08E3L3K9377T6,2KU74,,148162,Personal,,
41251,118324,BMW,Public,2015,CF9MTJMNAE15YBB1V,VJV 269,,55769,Personal,,
41252,118326,Mercedes,Someone,2022,YWEZ4TMO72825ZIY6,585MO,,7375,Personal,,
41253,118327,Honda,Include,2021,1LRNGJOCXCTNFOKBL,4A U2036,,43432,Commercial,,
41254,118328,Ford,Answer,2020,78QRVWGS53OPF0HAY,822-KCN,,25221,Personal,,
41255,118337,Mercedes,Stand,2024,IZQHZL2APLASADMBO,6YKU 36,,125967,Personal,,
41256,118343,Kia,Front,2016,D5MOT673TTMJMMYPS,590 5599,,37094,Commercial,,
41257,118344,Nissan,Why,2018,PWY1LEVCRGR286P2M,GCU-0287,,18454,Personal,,
41258,118362,Nissan,Value,2016,V5AZ5V8CMT4C6AFRQ,JT 53435,,39592,Commercial,,
41259,118363,Toyota,Around,2022,ZV3TGJBCXK4HN7LA1,05-0445V,,133474,Personal,,
41260,118365,Kia,Professional,2020,7QCS9R5NR47VKRU1W,2-35032E,,110958,Personal,,
41261,118367,Chevrolet,Lay,2022,ZBNFZODCWXFE8JJU8,57GO8,,130734,Personal,,
41262,118370,Nissan,Leave,2015,RFW9YVF3V077I5PQQ,092-FZW,,43635,Personal,,
41263,118373,Ford,Defense,2018,YU8MVEIORNDXBT5VR,6569 DV,,66306,Personal,,
41264,118377,Nissan,Others,2023,70QHTS704XH4MS32V,08-56048,,70741,Personal,,
41265,118378,BMW,Lawyer,2017,A9G7OHVYQKOJH2E7F,15W M03,,94183,Personal,,
41266,118382,Mercedes,Feel,2012,P6YKJ35ZTYUP1NDWD,6QNK 53,,7519,Commercial,,
41267,118385,Ford,Media,2013,UG71VJ5AB67TYYHZP,ECH-9468,,121771,Commercial,,
41268,118387,Kia,Participant,2021,4B3L20MZ1KV8MFZTZ,4687 RK,,70041,Commercial,,
41269,118391,Honda,Least,2016,FLWF22NFCG92WZDK2,4KB 817,,52993,Commercial,,
41270,118392,Ford,Me,2010,TJ8ZQOD638N5BVOMN,RPB-0650,,84300,Personal,,
41271,118396,Toyota,Player,2014,MKI2TT6J72S5UT0LA,0AZ 791,,109070,Personal,,
41272,118398,Mercedes,Pattern,2010,VYLTP3W3WYURVOSP3,ZBI 093,,144171,Personal,,
41273,118399,Mercedes,Station,2019,JGEW0SE3DL37Y9J0F,OGH-082,,26872,Personal,,
41274,118404,Volkswagen,Reach,2014,LH7S8EV3J02AY4FAV,BYE2959,,13565,Personal,,
41275,118407,BMW,These,2020,D07VG23NRBZ7KNU4K,ZDV-8076,,96064,Commercial,,
41276,118408,BMW,Pay,2013,7EB8UBQYM9CO9H2OR,737 OWM,,69814,Personal,,
41277,118415,Toyota,Plan,2024,70POSGOAOTZDA86RQ,447-ZHF,,94736,Commercial,,
41278,118418,Ford,Population,2010,QUZLK14IM4N6K2UU2,420 VTK,,102619,Commercial,,
41279,118419,Toyota,Serve,2018,DNTFJVQ5QAW0DFRYG,FJ 5356,,95443,Personal,,
41280,118421,Honda,Impact,2015,9IC0K52SGV59BSOMX,2JW 523,,84683,Commercial,,
41281,118424,Volkswagen,Language,2024,F1T2SEEA3O6EE6C3U,KJK 194,,44665,Commercial,,
41282,118425,Mercedes,Behavior,2022,XC80UEMAAV4NMX5B4,EFJ-987,,142575,Commercial,,
41283,118438,Volkswagen,Among,2018,50W3W1RRIXE16D804,7PN 740,,42075,Commercial,,
41284,118439,BMW,Trade,2022,19CLWPVBGZC3K8TYS,PYP5115,,98674,Commercial,,
41285,118441,Toyota,Scientist,2019,UVNK2J47LCQW3L713,8V528,,82652,Personal,,
41286,118442,Nissan,Nation,2010,WG25U12ZYVI4XLOQE,90Q•890,,92366,Commercial,,
41287,118444,BMW,Appear,2019,RC3CD7ZMY2V1LPR8J,H50-57I,,146933,Commercial,,
41288,118445,Chevrolet,Heavy,2020,2B8EFIVLX4TOAMLOP,NAA 369,,93833,Personal,,
41289,118448,Toyota,Good,2010,5W9TMUGPWTGHM2RYM,28D FR9,,44360,Commercial,,
41290,118451,Mercedes,Drive,2021,1QKMHKFWNI4J3K08Z,MKM-4117,,74770,Commercial,,
41291,118453,Ford,Eight,2020,OR6HNAGHKCPV3ERHB,059 JAM,,80418,Personal,,
41292,118457,Honda,News,2022,EEDH4N66KGWCDTOU6,2Z W1117,,34158,Commercial,,
41293,118461,Mercedes,Guy,2011,GCAPOQFWJK63B35N2,NAZ 4459,,64459,Commercial,,
41294,118462,Hyundai,Indeed,2021,PXRJHK69WJ65OWGTU,8TNK 29,,69230,Commercial,,
41295,118463,Mercedes,Friend,2021,U3R5GW8HZ957ZB2RX,CRK-1076,,46106,Commercial,,
41296,118464,Kia,Season,2017,TC53KZMTX1Q6DKYHW,91CH6,,69737,Personal,,
41297,118465,Hyundai,Per,2011,Y8CHAV6THVCHL44PT,211 UMV,,144709,Personal,,
41298,118468,Volkswagen,Social,2017,H1SJ0F6EJCZ15KZWP,506 1KM,,104454,Personal,,
41299,118477,Nissan,Plant,2017,WNDSG8W50ZXHTTAEN,7RI 239,,96329,Personal,,
41300,118481,Hyundai,Spend,2020,G3KCX94U2ZDABACBZ,432827,,108818,Personal,,
41301,118485,Kia,Rise,2014,RL9ZQ623LG2D0CLFV,OSM 706,,59079,Personal,,
41302,118488,Ford,Free,2012,06AOTHLDE0YFESLB6,WUH-2246,,70804,Commercial,,
41303,118490,BMW,Tend,2020,1I3GOXD16WXO9883C,QNU D39,,88567,Personal,,
41304,118498,Kia,Require,2018,93EORF0VLSB5WW7MJ,3YT72,,62972,Personal,,
41305,118504,Chevrolet,Remember,2012,TTAAAIVR0C2597CY5,190 QBL,,18045,Commercial,,
41306,118505,Honda,Goal,2021,M2P724TR9MR3SVO7R,9244,,73559,Commercial,,
41307,118506,Volkswagen,Why,2014,83UEQC2Z37E1KM99M,6SI1771,,137563,Commercial,,
41308,118507,Ford,Choice,2019,QEO3RAJSYI52UOWWJ,6144 KQ,,17335,Personal,,
41309,118514,Toyota,Might,2014,JMKENBHAXFZOLB9H2,5NF 849,,25616,Commercial,,
41310,118515,Toyota,Pass,2020,SH5QO8BLGI8UMRD1S,N80 4RL,,25147,Personal,,
41311,118516,Mercedes,Describe,2010,YBVY01C6Y81EOE0WS,3J 1H8HDD,,86349,Commercial,,
41312,118520,Chevrolet,In,2011,U1Q808957NEZU6BVI,HGV-9416,,52122,Personal,,
41313,118523,BMW,Think,2012,EG9Y57C6F8DQEFOJZ,0759,,123836,Commercial,,
41314,118524,Chevrolet,Others,2020,J86FAKOZIP6UVJ0DR,0C631,,80628,Commercial,,
41315,118526,BMW,Do,2016,I24EHOGNA4U7EMM7F,ZMU 960,,107916,Commercial,,
41316,118531,Toyota,Activity,2016,ZYCF33050NCYKGEOZ,3592,,136336,Commercial,,
41317,118539,Ford,Hand,2016,0RZWP70U5T4SDW31R,PVK 382,,143737,Personal,,
41318,118540,Mercedes,Meet,2015,8A0N2GIH83OB89HOM,894-TQS,,105708,Commercial,,
41319,118541,Chevrolet,Increase,2019,WQQE8HHO3AGHGT0QK,4L U9099,,102302,Commercial,,
41320,118542,Ford,Speech,2016,6UU4U9AX2PJAEHB4B,YDV-1536,,113568,Commercial,,
41321,118544,Mercedes,Draw,2020,E4I8MKH7NMWPME57U,306-MMM,,53176,Commercial,,
41322,118558,Chevrolet,Customer,2022,RE95DB7W538R8YF8P,LCG 868,,117541,Commercial,,
41323,118560,Hyundai,Summer,2014,BI7DJ1Q09D17A50ON,U24-RGW,,126190,Commercial,,
41324,118562,Volkswagen,Water,2022,DX55XYKOBUCQJYF4Q,MRV 499,,33735,Personal,,
41325,118565,Toyota,Room,2010,3TUG32CZXOMXT1DZK,028 XPN,,7312,Personal,,
41326,118567,Toyota,Nature,2018,TOWLJLHEAEDPVP1XX,TC-1771,,90776,Personal,,
41327,118568,BMW,Heavy,2021,KBNBN7JOD9CSCSSJL,236-XMBZ,,130644,Commercial,,
41328,118578,Nissan,Firm,2017,AB406W4IZOOKXAVQR,G12 7QU,,110258,Commercial,,
41329,118579,Ford,Serve,2024,9OA104U9Z2IOVI1FR,6A-BGJW,,35613,Personal,,
41330,118582,Toyota,Test,2021,Q8I8VCGNL38J9RVH4,Q73-96L,,80830,Personal,,
41331,118584,Ford,White,2013,XZDVDITUM79NT2385,OXH5796,,75998,Commercial,,
41332,118590,BMW,Situation,2022,XCEG2GVAH4LFBKVKT,604 GTQ,,90747,Commercial,,
41333,118602,Toyota,Real,2019,V59KPVFZDYCF0G4N6,Z90 1AC,,19478,Commercial,,
41334,118603,BMW,Cultural,2016,BEYB0J902AGF5VJPD,6O 8W5MTV,,32610,Personal,,
41335,118604,BMW,Instead,2020,Z970LX4P4D17IKG85,441OND,,46041,Personal,,
41336,118612,Mercedes,Hour,2012,SX67BSWPGX872HQFU,HME 390,,75129,Commercial,,
41337,118613,BMW,Way,2011,F8J9EAI2D61UA7XKX,7JKJ229,,144214,Commercial,,
41338,118614,Honda,Significant,2017,VKFXCMLYI28U8WUAM,85-0198R,,8888,Personal,,
41339,118615,Hyundai,To,2018,1TBITS972UG3QDDC8,IFU 527,,72874,Personal,,
41340,118619,Hyundai,Owner,2025,BT212JXLDO5N66VV6,73DF7,,143445,Commercial,,
41341,118621,Kia,Executive,2012,F9AM807NWUVEDFCT0,960-WGP,,89610,Commercial,,
41342,118628,BMW,Very,2021,9V2QLKJUDNXHS6UAM,JYK 308,,60509,Commercial,,
41343,118631,Hyundai,Teacher,2014,Y4J56NP9TUQYMLC92,3564 TZ,,58544,Personal,,
41344,118632,Chevrolet,Treat,2019,HQYEUOPG01QNVNJS6,HWO 332,,110390,Personal,,
41345,118634,Chevrolet,Green,2014,GSAK8UY447GTIQ3VB,LX 2671,,103649,Commercial,,
41346,118635,Toyota,Energy,2018,WXSTRJMAJU89O00TD,76QA242,,144768,Commercial,,
41347,118636,Kia,Safe,2023,A9QZVA52MNOU8NCIO,6UKA 71,,46807,Personal,,
41348,118638,Mercedes,Soon,2015,4FSM4BD5P6HGFW1NG,RRT F27,,110219,Personal,,
41349,118644,Hyundai,Nor,2018,H8CBDQ0BF4KBOYX6J,9IL T24,,104493,Commercial,,
41350,118647,BMW,Mouth,2015,91RUBJ19NNQIIG4AS,15V G20,,148822,Commercial,,
41351,118651,Kia,Forget,2018,GAXI4L80NXD4I66IG,1BK I00,,124951,Personal,,
41352,118653,Hyundai,Loss,2025,75KZF7JPEP38OVBK1,765 VB1,,50418,Commercial,,
41353,118664,Mercedes,Expect,2016,UUA4PFCQ6MM52ZZRN,6C 5006J,,30535,Commercial,,
41354,118665,Volkswagen,Nation,2015,HVXYKHQ67WZ3UGS7E,MOC 100,,16998,Personal,,
41355,118666,BMW,Interesting,2016,B0L9CRD5ZBVFVVM5Z,7-44097,,97373,Commercial,,
41356,118670,Ford,Me,2012,BU1CLS7V0O33IYKA3,S15-83P,,21924,Personal,,
41357,118674,BMW,Season,2019,YBBX5AD9XB8N7BZ5H,309-RUG,,45029,Commercial,,
41358,118683,Chevrolet,Skin,2016,7M7ZCLR05Y1RAKO2M,253 WET,,83563,Personal,,
41359,118684,Mercedes,Son,2022,AF9C2WYOYDPSJ8ZJ4,6OJ1613,,35010,Personal,,
41360,118686,Volkswagen,Candidate,2025,JPJZ13EHM3AHXQ1E9,ZNA 728,,23933,Commercial,,
41361,118687,BMW,Really,2017,11WC0UTQSPPVCYBYN,039 TIM,,31264,Personal,,
41362,118688,Mercedes,Provide,2020,YZCJXR2V6CAVS2RU7,PWP 947,,103080,Commercial,,
41363,118690,Hyundai,Begin,2022,UR6NG2GXHF4RVTKVS,DF5 0077,,76338,Commercial,,
41364,118691,Kia,Military,2019,U8WAJMILPGJDK8TRR,085-UKG,,149305,Commercial,,
41365,118693,Kia,When,2016,3NAVBTU6ITMEV6V5G,62VU792,,128073,Commercial,,
41366,118694,Ford,I,2020,UGTNK7TGSURAI9CJ1,XT 81468,,98678,Personal,,
41367,118697,Volkswagen,Left,2023,IYXQKBY1IWKYYZHSC,M82 4FF,,83042,Commercial,,
41368,118698,Hyundai,Nothing,2014,A8VUFO3YTPMIVVVEL,CGQ 152,,31731,Commercial,,
41369,118699,Chevrolet,Opportunity,2012,2T5YANUDUQX4VES43,171 YHF,,98380,Personal,,
41370,118700,BMW,Most,2011,5A63XQ6AA6WCPFB5G,7-4028I,,47303,Personal,,
41371,118704,Nissan,Floor,2011,MUGPH3RY1FMG24YO5,78F J59,,64308,Commercial,,
41372,118705,Kia,Shoulder,2012,EYBR21DTC2CPHGZDB,9XDD 27,,148031,Personal,,
41373,118710,Ford,Item,2011,1CECKCTV1TGQCC4VU,T09 8XJ,,146873,Commercial,,
41374,118712,Hyundai,Until,2020,M4J4212QRO2RFGY9A,5S 4679V,,51207,Commercial,,
41375,118715,Hyundai,I,2022,CD35R0M38FLKE61J3,53F 5942,,83513,Personal,,
41376,118720,Volkswagen,Door,2025,K5QSFG08JLSWM6VVM,476-OOI,,133388,Personal,,
41377,118721,Kia,Send,2014,JA1WRRAFAVKG084MY,VZ-7734,,89681,Personal,,
41378,118724,Volkswagen,Soldier,2015,78ZANTQJGYIY6ZES1,941 0BX,,90686,Personal,,
41379,118725,Mercedes,Feeling,2020,H8M40D6X8XAY5EX7D,342461,,25436,Commercial,,
41380,118727,Toyota,Gas,2023,91DMNDH4EV9OTLOY2,1-43718,,21470,Commercial,,
41381,118731,Nissan,Husband,2013,DHQBSCZICVY37SIM2,686-OSXM,,15155,Personal,,
41382,118734,Nissan,Door,2021,4A20LDW0UZVVTUBUO,6IR B60,,32510,Personal,,
41383,118737,Hyundai,Dog,2020,VIXTDUM3U9SDZ9TUK,865-874,,70549,Commercial,,
41384,118739,Nissan,Popular,2015,FC2L35RI4TCGK6MJI,084N7,,85964,Commercial,,
41385,118741,Kia,Follow,2012,527Y17UTOJ64I3NVN,023 SZJ,,14152,Commercial,,
41386,118742,Chevrolet,Whose,2019,QK2EURCTBZFP7L4W3,857-DAJ,,104229,Commercial,,
41387,118748,Chevrolet,Family,2025,QA0IHV624NDRU32QH,502L,,94810,Commercial,,
41388,118750,Chevrolet,Fear,2022,PJ8EVB4PMM77WMGNH,MZZ5184,,71509,Commercial,,
41389,118752,Volkswagen,Government,2018,HC5L45AD9LQPXP3S0,LOU 250,,17381,Commercial,,
41390,118755,BMW,Clearly,2016,FDOK9T0L7CWMZJ2X8,KTH 371,,86334,Commercial,,
41391,118757,Toyota,No,2011,UV3APEJ2418SUW6W6,YE 02129,,26872,Commercial,,
41392,118758,Nissan,Write,2025,2ALVUF6UV2PLZMFDO,34XB047,,32280,Commercial,,
41393,118761,Hyundai,Behavior,2017,ZJ885N6F15VYP3R6Z,147 THZ,,117663,Commercial,,
41394,118762,Ford,Be,2011,6JYMTX0MPB7WKDMYY,272R8,,124898,Personal,,
41395,118763,Chevrolet,Blue,2023,U4B16FWSDKLNUFZGR,JZE I07,,86929,Commercial,,
41396,118764,BMW,Concern,2015,NPOGAQ6DNIHADALXR,459 AMD,,95117,Commercial,,
41397,118765,Volkswagen,Anything,2011,9BGRLWCISR1RLVZRH,NAM-8542,,71123,Commercial,,
41398,118766,Volkswagen,Scientist,2023,FE8J3FLQF3ZM11RPH,13A O12,,45321,Commercial,,
41399,118767,Hyundai,Project,2018,KNPW0SLTCRGRBTDFD,647 JMV,,33735,Commercial,,
41400,118769,Nissan,Within,2023,S6J09G4GU043WGZ8N,IEH-298,,20036,Commercial,,
41401,118771,BMW,In,2022,GZWKL573JLCUVWGEI,6751,,53545,Personal,,
41402,118777,BMW,Firm,2012,7IZZOTGCC351BFI6N,58C 202,,81368,Personal,,
41403,118784,Toyota,Despite,2021,RC4NJAREZ10MYFV1U,SED-482,,53097,Personal,,
41404,118786,Toyota,Cultural,2022,AWZV36OVTI4DPSYPL,359 LUX,,14269,Commercial,,
41405,118787,Toyota,Network,2015,DZHUWQ6J795MZ2PZ6,98H K47,,10911,Personal,,
41406,118788,Honda,Wall,2012,TI3N2TH5WZCQA7PT5,WCA-083,,93070,Commercial,,
41407,118791,Volkswagen,Not,2021,5NLRJLX5F9ZKH9CA9,28GO7,,99690,Commercial,,
41408,118794,Ford,Deep,2022,7YYZTSZUG52K8B054,LMK6000,,60007,Personal,,
41409,118797,Chevrolet,Not,2013,T9BNUZLU8DJNRP495,WMS-338,,143071,Commercial,,
41410,118802,Hyundai,I,2010,DZ1I24BMQP3OZEIOI,842 5543,,118175,Commercial,,
41411,118803,Volkswagen,Tree,2022,TTU9P6CKRTGVTXJ7M,PQF 9200,,56496,Commercial,,
41412,118807,Ford,Within,2020,AONVA9NGZTM2PXGUT,376 5254,,79322,Commercial,,
41413,118812,Kia,Attention,2021,639VE21UD7XTLGTSP,8-36200,,57540,Commercial,,
41414,118813,BMW,Indeed,2013,2LULDKY2NV7260SQW,2-A7376,,57650,Personal,,
41415,118816,Kia,Own,2014,D7SHASFJB8LCO4UPE,355-GAH,,147164,Commercial,,
41416,118817,Kia,Simple,2016,K1YV0SYJSBQ8VRHNU,06U 978,,36352,Commercial,,
41417,118818,Kia,Matter,2024,2F6RC5JPFEJJNLOBH,GCX 044,,148711,Personal,,
41418,118822,Ford,Thing,2022,IY9CK6DO8KJYSQ06U,ZRY-662,,128620,Personal,,
41419,118825,BMW,Really,2016,5LT5F7FFQ04KLT6NQ,79B QL6,,25976,Commercial,,
41420,118832,Hyundai,Oil,2021,PS58I715LE8BCUZX2,242X,,31447,Commercial,,
41421,118834,Volkswagen,Would,2017,PXACQRQOCP1Y6GREP,259 MPU,,47675,Commercial,,
41422,118837,Toyota,Air,2025,Y7RK9P9UZ82R66KVE,402IO,,9670,Commercial,,
41423,118841,Volkswagen,Could,2023,NWT6C5FYTOF83EN2W,7CC 328,,44353,Personal,,
41424,118842,Ford,Answer,2010,61HOD4DBZIPGTQH3X,1-36329E,,65109,Commercial,,
41425,118847,Kia,Buy,2018,ZQHKO1LSQZU0E1KK5,056 5830,,126309,Personal,,
41426,118849,Hyundai,Draw,2016,M5Z35BD2FUTG69PIP,ZPX 856,,28131,Personal,,
41427,118854,Honda,Pm,2015,4Y8RSVTEEGRED2MGL,K74-RZN,,133054,Personal,,
41428,118856,Toyota,Though,2011,NF9RZA6BDIJAVEACN,L19 1NR,,10062,Personal,,
41429,118859,Honda,Story,2019,5ELW4MK9DCXPOKFB1,UUR5726,,104360,Personal,,
41430,118860,Kia,Experience,2011,FLS6E19XMH24HPBAU,735V,,127006,Commercial,,
41431,118864,BMW,Probably,2018,5A2KKSTURQJDWPTLR,WTH 249,,37184,Commercial,,
41432,118868,Mercedes,Deep,2010,0Z8PN573AS8GXU1Q4,1F 3412E,,116769,Personal,,
41433,118871,Nissan,Baby,2014,Z9BF2VXC6TJ847I88,C77 4HQ,,38784,Personal,,
41434,118874,Kia,One,2013,MX7B9KU42LACQQGPP,4412 LG,,82038,Commercial,,
41435,118875,Ford,Attack,2025,795XTNE0RY3JSNW4X,06-V373,,37835,Commercial,,
41436,118878,Hyundai,Section,2012,F25Z76CSF7O10G1ZL,991153,,141428,Commercial,,
41437,118881,Mercedes,Study,2010,N497NUQ5RN47UQQNF,158-EOD,,82253,Personal,,
41438,118882,Hyundai,Team,2011,GQ697T2ZOQLFWF6PC,64-9811Z,,52468,Personal,,
41439,118884,Nissan,Politics,2012,OOFEJILTJFT44BZUO,0M B9294,,25217,Commercial,,
41440,118890,Kia,Still,2020,DDHSBJQZY6777SJCG,W39 9CO,,95644,Personal,,
41441,118891,Ford,From,2010,4IXRMMI77JWEPI68D,0HA E98,,101358,Personal,,
41442,118894,Mercedes,Hit,2015,913GQNQ09DWE4CSO3,041 ROS,,41622,Commercial,,
41443,118898,Honda,Wait,2016,X9MEQI5M9188VRPOI,F61 5QG,,65016,Commercial,,
41444,118900,Mercedes,Everybody,2019,W3W6FWPP7HIPHKO9P,TVH 4347,,124738,Commercial,,
41445,118901,Mercedes,Education,2011,7K6QZHUWGYQDPI50G,5-22611,,26448,Commercial,,
41446,118907,Chevrolet,Not,2022,ABNAABE9GHMDQMI0A,346O2,,122822,Commercial,,
41447,118908,Honda,Letter,2021,XT7R3EQDW11DCAZRB,DX4 3999,,13871,Personal,,
41448,118909,Volkswagen,Sit,2013,EQFIMCXA2HQUH2DAC,318A2,,29404,Personal,,
41449,118911,Toyota,Score,2017,SQ0CAVUCCAFULXKKL,CED-886,,110904,Personal,,
41450,118913,Ford,As,2015,GMQAFJEL1N36APRGA,QSF-9085,,44718,Commercial,,
41451,118918,Honda,Tonight,2011,RIPJWQUH6YCNDW1E2,307746,,83337,Commercial,,
41452,118920,Honda,Adult,2024,GU983KBWPF4AOIK8J,109 JPV,,78924,Personal,,
41453,118922,Toyota,Century,2014,5D9AAZ5NO5OGNU9RG,793 GIR,,15152,Commercial,,
41454,118923,Ford,Fill,2013,OFUVV9UC5L842B23X,YVQ-888,,101062,Personal,,
41455,118924,Chevrolet,Position,2022,IY36GS1R5RAVT2HIG,339815,,113487,Personal,,
41456,118926,Honda,Region,2020,DAYWKK4TBWU621P7J,9YWG575,,58977,Commercial,,
41457,118927,Toyota,Even,2025,G8MBY9EK2B254LW6J,05-B106,,115253,Commercial,,
41458,118928,BMW,Bill,2013,W69NKOTHHZICAOHYM,60UY4,,17105,Commercial,,
41459,118932,Ford,Game,2011,9HE3FR2AAZY94PVJ0,EWL 276,,114821,Personal,,
41460,118938,BMW,Couple,2019,X1JL2A11CY6T5RR8D,K96-05W,,83088,Personal,,
41461,118940,Ford,Budget,2014,993WYTRHVHNRMBTE7,W40 1CZ,,16997,Commercial,,
41462,118943,Ford,Again,2022,OU6UMZNX7CNO9RIED,82MS815,,35191,Commercial,,
41463,118944,Mercedes,Must,2016,2V1XG0847C695KKH5,38Z•552,,141230,Personal,,
41464,118950,Honda,Cold,2016,UEXE4Q0B77OP83QAB,9D IR144,,115487,Commercial,,
41465,118951,BMW,Rather,2010,0G0AUOTBI0NX9UKIF,999 NT1,,94845,Commercial,,
41466,118954,Mercedes,Offer,2020,DISKT19EOJDG8TPIO,AWG 382,,125291,Commercial,,
41467,118956,Chevrolet,Brother,2015,LKI0AUW3A0R64H2JT,567 CSB,,18195,Commercial,,
41468,118957,BMW,Stuff,2020,S3JIDMB16T8LXL35Z,816 0WZ,,15782,Personal,,
41469,118958,Volkswagen,Not,2020,H5L7MHXE4OJHKSZLR,NN 43124,,105568,Personal,,
41470,118960,Volkswagen,Machine,2025,G1JM6IMQRGH2F1RVZ,RSI-752,,89604,Commercial,,
41471,118964,Hyundai,Always,2013,M98IQH7FSIP4XRTDB,801 4DF,,55103,Commercial,,
41472,118967,Kia,Ever,2017,4E5U4AHDDIQDJQSCV,743-KUE,,6767,Commercial,,
41473,118975,Ford,Large,2024,CQ6B3ZHP03GT5PT1E,KWJ1190,,146397,Commercial,,
41474,118978,Honda,Goal,2015,A2OB7Q3N8UGP6PAE5,D42 0IU,,127472,Personal,,
41475,118979,BMW,Clearly,2023,W4X14UFZDBAFVTWZE,76-64930,,115242,Commercial,,
41476,118984,Mercedes,Project,2018,EX0SFEB870QAKTYXO,244 2558,,103582,Commercial,,
41477,118987,Honda,Society,2012,98BIAONTFAQJPKQZN,029 LDP,,74201,Commercial,,
41478,118991,Nissan,Good,2012,P98IU2P7C3H6LWPMD,3572,,120818,Personal,,
41479,118992,Volkswagen,Across,2015,W4C9GU5UGG5N0WMCU,FQG-2683,,70307,Commercial,,
41480,118994,Volkswagen,This,2021,VCMLTC0CH95P4AXLB,CJI 823,,135605,Personal,,
41481,118995,BMW,College,2016,1191NXS44GQDJCN02,WRC-798,,41758,Personal,,
41482,118997,Chevrolet,Heavy,2015,C17JXCZGQPWARU6PK,40-08025,,12775,Personal,,
41483,118998,Mercedes,Treatment,2012,7YYKDAED0HWKIZK4Y,LQF 011,,33414,Commercial,,
41484,118999,Ford,Ready,2024,Z4LEE75H25TSXKW7V,C62-WXA,,44357,Personal,,
41485,119008,Nissan,Rule,2023,22ZYN9T866L94QJ23,KUG 166,,19087,Commercial,,
41486,119009,BMW,Few,2017,9AIH07NIABDDGRPGI,5SK A18,,149629,Commercial,,
41487,119011,Honda,Himself,2023,5VX8TCSET7W043KTB,06-ZC74,,74698,Personal,,
41488,119012,Hyundai,Meet,2016,N2KGF6L8KA6VWD7VO,AKD3827,,63874,Personal,,
41489,119022,Chevrolet,Change,2016,PXL9QXMA8Q29NT6UZ,159 XCC,,88266,Personal,,
41490,119023,Kia,Case,2013,I9YSHPUVD2ZL35DNG,ILE1426,,63467,Commercial,,
